t_seconds,latency_ms
3.735695,28.5692
3.690921,78.7013
3.677850,95.2937
3.648184,126.8621
3.606292,171.8059
3.496385,283.0979
3.744971,38.2068
3.089462,697.0294
3.740936,46.9207
3.349015,442.9722
3.653100,145.1654
3.518958,280.3065
3.687151,113.1016
3.577992,223.5950
3.633986,171.3721
3.686216,120.0909
3.783178,26.8932
3.710814,106.0610
3.764265,54.2058
3.791988,28.3242
3.700490,121.6010
3.470406,358.1783
3.756040,74.8159
3.805359,27.3085
3.769622,64.9030
3.778098,60.3878
3.753509,90.0191
3.722288,124.7537
3.538841,310.5108
3.798266,53.7386
3.748912,110.1600
3.419049,452.7069
3.743002,130.3095
3.698757,177.0009
3.721286,158.8422
3.786492,96.0053
3.806307,82.1056
3.810072,79.3919
3.657638,233.8988
3.635644,260.7646
3.859074,41.6961
3.871756,31.2767
3.731779,173.1999
3.754491,152.6179
3.775047,139.2075
3.888414,26.8882
3.849352,70.4558
3.738217,185.0305
3.828585,96.6572
3.896409,30.9008
3.630114,301.5763
3.779483,153.8776
3.832668,104.4225
3.834526,110.0859
3.822092,127.3832
3.903034,50.1539
3.820313,133.8176
3.773144,183.8658
3.818471,141.2287
3.907110,57.2654
3.852005,113.3351
3.889464,78.4007
3.944612,25.8529
3.880129,98.8225
3.847042,132.9300
3.953188,28.2807
3.957010,26.7173
3.949476,42.0150
3.925243,67.1920
3.891537,104.8899
3.800253,197.1246
3.914255,87.8178
3.904979,97.9837
3.978952,27.5897
3.801588,205.9500
3.787865,222.0083
3.629202,385.1696
3.927310,88.9758
3.875759,143.8112
3.762646,260.5842
3.709401,316.0590
3.838487,190.0769
4.002963,28.8012
4.006542,26.6715
3.931691,103.4532
3.618002,420.9570
3.923248,118.4791
3.717209,325.5663
4.014372,30.7447
4.023231,28.6431
3.970466,82.8845
3.981469,75.5586
4.033215,27.3112
3.645720,416.7914
4.038960,27.5293
4.009873,59.6331
3.937091,134.0162
3.992435,82.2788
4.051874,24.7704
4.053351,30.4648
3.641939,445.2687
4.025461,66.9473
4.031765,63.1006
3.997378,99.7005
4.045118,54.6043
3.582481,518.2097
4.074715,27.5356
3.882498,223.3181
4.057028,53.0161
4.087208,26.2042
3.816876,298.2166
3.331128,791.2410
4.097079,27.2597
3.758614,369.0809
3.900771,228.4692
4.007538,124.0272
4.105816,28.8898
3.557271,584.3236
4.083816,58.7242
4.094866,50.4746
3.991491,157.9881
4.122370,28.6696
3.979973,171.9969
4.066490,89.6432
4.041728,115.6131
4.115093,46.1942
4.099722,65.7970
4.062512,104.4100
4.141595,28.0559
4.016286,157.0489
3.799265,375.8361
4.156133,22.0358
4.071107,110.0669
3.919808,266.2472
4.102251,85.1670
4.035145,155.2596
4.165520,27.4545
4.113413,83.4449
3.983728,214.6398
3.569347,636.2782
4.002073,205.3160
3.933361,279.2324
3.830857,383.1277
4.169651,48.3206
4.110045,109.4087
3.954131,266.2791
4.092409,128.9489
4.019570,209.6568
4.205626,27.8839
4.100692,133.7543
4.069507,169.9451
3.967865,275.4019
4.076645,168.2440
3.679259,569.1312
4.149480,100.8505
4.134706,117.0010
